DSB,repair_mode,location,Cut DSB,Uncut DSB,PD_log2FC_Cut_vs_Uncut,PD_delta_Cut_minus_Uncut,ThreeC_TRANS_log2FC_Cut_vs_Uncut,ThreeC_TRANS_delta_Cut_minus_Uncut,ThreeC_TRANS_HitScore,Freq4C_log2FC_Cut_vs_Uncut,Freq4C_delta_Cut_minus_Uncut,Freq4C_HitScore,chromosome,z_PD,z_3C_TRANS,has_4C_contrast,has_4C_signal,z_4C,weight_4C,Localization_Score,Localization_Rank
DSB1,Cut/Repaired (SSA),CHRIII_L03,0.051525792388216626,0.025066231913592828,1.039549351783597,0.0264595604746238,0,0,0,NA,NA,0,CHRIII,1.093828989658208,0,FALSE,FALSE,0,0,0.546914494829104,3
DSB1,Cut/Repaired (SSA),CHRIII_L04,0.092708710953208,0.09895484584704067,-0.0940654468573146,-0.006246134893832675,0,0,0,NA,NA,0,CHRIII,-0.5136720197686493,0,FALSE,FALSE,0,0,-0.25683600988432465,20
DSB1,Cut/Repaired (SSA),CHRIV_L01,0.035301305140394944,0.030423010859122537,0.21455851885975533,0.0048782942812724064,0,0,0,NA,NA,0,CHRIV,-0.0760336464708598,0,FALSE,FALSE,0,0,-0.0380168232354299,16
DSB1,Cut/Repaired (SSA),CHRIV_L03,0.037650764510720885,0.023741593641736294,0.6652621567270552,0.013909170868984591,0,0,0,NA,NA,0,CHRIV,0.5630781167953315,0,FALSE,FALSE,0,0,0.28153905839766574,8
DSB1,Cut/Repaired (SSA),CHRIV_L06_2,0.04364345737778463,0.029680631168301844,0.556243467434119,0.013962826209482783,0,0,0,NA,NA,0,CHRIV,0.4084862278266166,0,FALSE,FALSE,0,0,0.2042431139133083,9
DSB1,Cut/Repaired (SSA),CHRIV_L10_2,0.0316003792200501,0.025619377565576872,0.3027063397979402,0.005981001654473229,0,0,0,NA,NA,0,CHRIV,0.04896270264772188,0,FALSE,FALSE,0,0,0.02448135132386094,14
DSB1,Cut/Repaired (SSA),CHRIV_L12_2,0.03766411126543595,0.023275786776907625,0.6943603155195933,0.014388324488528326,0,0,0,NA,NA,0,CHRIV,0.6043402101338683,0,FALSE,FALSE,0,0,0.30217010506693415,7
DSB1,Cut/Repaired (SSA),CHRIV_L13,0.026077836551336355,0.019039855599871904,0.4538014451747382,0.007037980951464452,0,0,0,NA,NA,0,CHRIV,0.2632202570690783,0,FALSE,FALSE,0,0,0.13161012853453916,12
DSB1,Cut/Repaired (SSA),CHRIV_L15_2,0.03912708779839684,0.026914902908381614,0.5397623471045327,0.012212184890015226,0,0,0,NA,NA,0,CHRIV,0.3851154870793554,0,FALSE,FALSE,0,0,0.1925577435396777,10
DSB1,Cut/Repaired (SSA),CHRVII_990K,0.03654556711221865,0.030714140149640454,0.25079335122095087,0.005831426962578198,0,0,0,NA,NA,0,CHRVII,-0.02465152825321866,0,FALSE,FALSE,0,0,-0.012325764126609328,15
DSB1,Cut/Repaired (SSA),CHRVII_L03,0.020516545239901457,0.019563888322804156,0.06859464878287208,9.526569170973005e-4,0,0,0,NA,NA,0,CHRVII,-0.2830149497934226,0,FALSE,FALSE,0,0,-0.1415074748967113,18
DSB1,Cut/Repaired (SSA),CHRVII_L06,0.05678484428642652,0.028021194212349703,1.0189872269851061,0.02876365007407682,0,0,0,NA,NA,0,CHRVII,1.0646712577644795,0,FALSE,FALSE,0,0,0.5323356288822397,4
DSB1,Cut/Repaired (SSA),CHRVII_L09,0.034504374721763216,0.03331974729977583,0.05040181504602239,0.0011846274219873831,0,0,0,NA,NA,0,CHRVII,-0.30881295334046754,0,FALSE,FALSE,0,0,-0.15440647667023377,19
DSB1,Cut/Repaired (SSA),CHRXII_L01,0.031404913844545614,0.023639698390055024,0.4097785317562655,0.00776521545449059,0,0,0,NA,NA,0,CHRXII,0.200794397912204,0,FALSE,FALSE,0,0,0.100397198956102,13
DSB1,Cut/Repaired (SSA),CHRXII_L05,0.05568653553551916,0.050554601298436634,0.13948610672426023,0.005131934237082525,0,0,0,NA,NA,0,CHRXII,-0.18248865961341865,0,FALSE,FALSE,0,0,-0.09124432980670932,17
DSB1,Cut/Repaired (SSA),CHRXII_L07,0.030960596074676383,0.02174735800168855,0.5095929056573669,0.009213238072987833,0,0,0,NA,NA,0,CHRXII,0.34233428164845686,0,FALSE,FALSE,0,0,0.17116714082422843,11
DSB1,Cut/Repaired (SSA),CHRXII_L12,0.056713374567629725,0.03285394043494716,0.7876224027296942,0.023859434132682565,0,0,0,NA,NA,0,CHRXII,0.7365887477422607,0,FALSE,FALSE,0,0,0.3682943738711303,6
DSB1,Cut/Repaired (SSA),CHRXV_L01,0.0956949396855849,0.04263588459634924,1.1663742603828586,0.05305905508923566,0,0,0,NA,NA,0,CHRXV,1.2736706508981661,0,FALSE,FALSE,0,0,0.6368353254490831,2
DSB1,Cut/Repaired (SSA),CHRXV_L04,4.047080461987151e-5,7.278232262947975e-5,-0.8465483319523129,-3.231151800960825e-5,0,0,0,NA,NA,0,CHRXV,-1.58071613282791,0,FALSE,FALSE,0,0,-0.7903580664139551,24
DSB1,Cut/Repaired (SSA),CHRXV_L15,0.01947937323639858,0.02184925325336982,-0.1656366345771128,-0.0023698800169712417,0,0,0,NA,NA,0,CHRXV,-0.6151621878957669,0,FALSE,FALSE,0,0,-0.30758109394788347,21
DSB1,Cut/Repaired (SSA),CHRXV_L17_2,0.04551932222596314,0.02441119100992751,0.8989361170807707,0.02110813121603563,0,0,0,NA,NA,0,CHRXV,0.8944350535570184,0,FALSE,FALSE,0,0,0.4472175267785092,5
DSB1,Cut/Repaired (SSA),CHRXV_L18_1PERCENT_CONTROL,0.008934145390073976,0.003901132492940115,1.1954346522477486,0.005033012897133861,0,0,0,NA,NA,0,CHRXV,1.3148791895597616,0,FALSE,FALSE,0,0,0.6574395947798808,1
DSB1,Cut/Repaired (SSA),COMMON,7.964998781570457e-5,1.3100818073306356e-4,-0.7178398570296143,-5.1358192917358986e-5,0,0,0,NA,NA,0,NA,-1.3982035160130268,0,FALSE,FALSE,0,0,-0.6991017580065134,23
DSB1,Cut/Repaired (SSA),NO_CUT,0.09403951156044228,0.3370403796325948,-1.8415823846245134,-0.24300086807215254,0,0,0,NA,NA,0,NA,-2.9917053383343286,0,FALSE,FALSE,0,0,-1.4958526691671643,25
DSB2,Cut (Not SSA),CHRIII_L02,7.480617989173833e-5,8.526697699547117e-5,-0.18880599267827744,-1.0460797103732837e-5,0,0,0,NA,NA,0,CHRIII,0.696028106874269,0,FALSE,FALSE,0,0,0.3480140534371345,6
DSB2,Cut (Not SSA),CHRIII_L03,1.4510596340445628e-4,1.5369551735738293e-4,-0.0829627213791628,-8.589553952926643e-6,0,0,0,NA,NA,0,CHRIII,0.8746308455809779,0,FALSE,FALSE,0,0,0.43731542279048896,5
DSB2,Cut (Not SSA),CHRIII_L04,8.201641409817095e-5,1.4115625603451952e-4,-0.7832348067731654,-5.9139841936348565e-5,0,0,0,NA,NA,0,CHRIII,-0.30702681443007873,0,FALSE,FALSE,0,0,-0.15351340721503937,17
DSB2,Cut (Not SSA),CHRIV_L01,3.42486124805549e-5,3.296034404866953e-5,0.05529777978748637,1.2882684318853743e-6,0,0,0,NA,NA,0,CHRIV,1.1079352763703563,0,FALSE,FALSE,0,0,0.5539676381851781,3
DSB2,Cut (Not SSA),CHRIV_L03,8.201641409817095e-5,1.5763642805885427e-4,-0.9425320164348799,-7.562001396068332e-5,0,0,0,NA,NA,0,CHRIV,-0.5758291441834396,0,FALSE,FALSE,0,0,-0.2879145720917198,19
DSB2,Cut (Not SSA),CHRIV_L06_2,2.7939657549926365e-5,3.33186086578942e-5,-0.2539304849819079,-5.378951107967837e-6,0,0,0,NA,NA,0,CHRIV,0.5861353140727139,0,FALSE,FALSE,0,0,0.29306765703635695,8
DSB2,Cut (Not SSA),CHRIV_L10_2,2.703837827412229e-5,6.842854036191174e-5,-1.3392668930469696,-4.139016208778945e-5,0,0,0,NA,NA,0,CHRIV,-1.2452900804685805,0,FALSE,FALSE,0,0,-0.6226450402342902,22
DSB2,Cut (Not SSA),CHRIV_L12_2,1.3429061209480737e-4,1.7268354164629037e-4,-0.36274825022002966,-3.839292955148301e-5,0,0,0,NA,NA,0,CHRIV,0.4025133355290969,0,FALSE,FALSE,0,0,0.20125666776454845,10
DSB2,Cut (Not SSA),CHRIV_L13,2.2531981895101906e-5,3.152728561177086e-5,-0.4844441308025423,-8.995303716668952e-6,0,0,0,NA,NA,0,CHRIV,0.19716048414247148,0,FALSE,FALSE,0,0,0.09858024207123574,12
DSB2,Cut (Not SSA),CHRIV_L15_2,1.0725223382068509e-4,1.3685708072382348e-4,-0.3516332871953447,-2.9604846903138394e-5,0,0,0,NA,NA,0,CHRIV,0.4212690184597807,0,FALSE,FALSE,0,0,0.21063450922989035,9
DSB2,Cut (Not SSA),CHRVII_990K,2.3433261170905985e-5,3.4393402485568204e-5,-0.5533779783385943,-1.0960141314662219e-5,0,0,0,NA,NA,0,CHRVII,0.08083968445047829,0,FALSE,FALSE,0,0,0.040419842225239144,14
DSB2,Cut (Not SSA),CHRVII_L03,1.9738016140109272e-4,3.410679079818847e-4,-0.789051230174487,-1.4368774658079196e-4,0,0,0,NA,NA,0,CHRVII,-0.3168416012956328,0,FALSE,FALSE,0,0,-0.1584208006478164,18
DSB2,Cut (Not SSA),CHRVII_L06,2.3433261170905985e-5,3.654299014091622e-5,-0.6408161519300513,-1.3109728970010236e-5,0,0,0,NA,NA,0,CHRVII,-0.06670580501964439,0,FALSE,FALSE,0,0,-0.033352902509822195,15
DSB2,Cut (Not SSA),CHRVII_L09,3.605117103216305e-5,8.670003543236985e-5,-1.2657527273156028,-5.06488644002068e-5,0,0,0,NA,NA,0,CHRVII,-1.1212403305675605,0,FALSE,FALSE,0,0,-0.5606201652837802,20
DSB2,Cut (Not SSA),CHRXII_L01,1.7665073805759896e-4,4.306340602880519e-4,-1.2855144889073071,-2.5398332223045293e-4,0,0,0,NA,NA,0,CHRXII,-1.154586850366377,0,FALSE,FALSE,0,0,-0.5772934251831885,21
DSB2,Cut (Not SSA),CHRXII_L05,3.695245030796713e-5,3.5109931704017545e-5,0.07377035946003774,1.8425186039495862e-6,0,0,0,NA,NA,0,CHRXII,1.1391063964614183,0,FALSE,FALSE,0,0,0.5695531982307092,2
DSB2,Cut (Not SSA),CHRXII_L07,4.686652234181197e-5,7.774342020175313e-5,-0.7300405940159163,-3.087689785994116e-5,0,0,0,NA,NA,0,CHRXII,-0.21726549124739739,0,FALSE,FALSE,0,0,-0.10863274562369869,16
DSB2,Cut (Not SSA),CHRXII_L12,3.695245030796713e-5,5.2306632946801644e-5,-0.5012092944212513,-1.5354182638834512e-5,0,0,0,NA,NA,0,CHRXII,0.16887050311282661,0,FALSE,FALSE,0,0,0.08443525155641331,13
DSB2,Cut (Not SSA),CHRXV_L01,9.91407203384484e-6,2.6511581082625493e-5,-1.4181626720229779,-1.659750904878065e-5,0,0,0,NA,NA,0,CHRXV,-1.3784209070630542,0,FALSE,FALSE,0,0,-0.6892104535315271,23
DSB2,Cut (Not SSA),CHRXV_L04,6.489210785789349e-5,7.451903871873111e-5,-0.19953731768135954,-9.626930860837622e-6,0,0,0,NA,NA,0,CHRXV,0.6779197848999248,0,FALSE,FALSE,0,0,0.3389598924499624,7
DSB2,Cut (Not SSA),CHRXV_L15,3.2446053928946745e-5,9.744797370910991e-5,-1.586292622305918,-6.500191978016316e-5,0,0,0,NA,NA,0,CHRXV,-1.6621278372305377,0,FALSE,FALSE,0,0,-0.8310639186152688,24
DSB2,Cut (Not SSA),CHRXV_L17_2,8.111513482236686e-6,2.6153316473400822e-5,-1.6877249184962433,-1.8041802991164134e-5,0,0,0,NA,NA,0,CHRXV,-1.8332873797366067,0,FALSE,FALSE,0,0,-0.9166436898683034,25
DSB2,Cut (Not SSA),CHRXV_L18_1PERCENT_CONTROL,9.91407203384484e-6,1.3614055150537415e-5,-0.4571520680305036,-3.699983116692575e-6,0,0,0,NA,NA,0,CHRXV,0.24321383355441747,0,FALSE,FALSE,0,0,0.12160691677720874,11
DSB2,Cut (Not SSA),COMMON,0.9836066312523997,0.9887658966485421,-0.007547522992831629,-0.005159265396142421,0,0,0,NA,NA,0,NA,1.0018884483230919,0,FALSE,FALSE,0,0,0.5009442241615459,4
DSB2,Cut (Not SSA),NO_CUT,0.01495312446486543,0.008887828425645583,0.7505434378345893,0.006065296039219847,0,0,0,NA,NA,0,NA,2.2811112097770874,0,FALSE,FALSE,0,0,1.1405556048885437,1
DSB2,Cut/Repaired (SSA),CHRIII_L02,8.627877133979148e-5,1.3673655423883317e-4,-0.6642597397624432,-5.045778289904169e-5,0,0,0,NA,NA,0,CHRIII,-0.6298204385428592,0,FALSE,FALSE,0,0,-0.3149102192714296,20
DSB2,Cut/Repaired (SSA),CHRIII_L03,2.2811265398130234e-4,4.5578851412944395e-5,2.3230567554139365,1.8253380256835793e-4,0,0,0,NA,NA,0,CHRIII,-0.010268792318556855,0,FALSE,FALSE,0,0,-0.0051343961592784275,6
DSB2,Cut/Repaired (SSA),CHRIII_L04,1.1826504754381172e-4,1.1394712853236098e-4,0.05365456627178552,4.31791901145074e-6,0,0,0,NA,NA,0,CHRIII,-0.4809292879501188,0,FALSE,FALSE,0,0,-0.2404646439750594,16
DSB2,Cut/Repaired (SSA),CHRIV_L01,4.882115841666249e-5,0,12.253586287952858,4.882115841666249e-5,0,0,0,NA,NA,0,CHRIV,2.0492638784573534,0,FALSE,FALSE,0,0,1.0246319392286767,2
DSB2,Cut/Repaired (SSA),CHRIV_L03,1.060597579396461e-4,6.836827711941659e-5,0.6334034033939749,3.769148082022951e-5,0,0,0,NA,NA,0,CHRIV,-0.3606928325843574,0,FALSE,FALSE,0,0,-0.1803464162921787,13
DSB2,Cut/Repaired (SSA),CHRIV_L06_2,4.419156580818588e-5,2.2789425706472198e-5,0.9550999920614345,2.140214010171368e-5,0,0,0,NA,NA,0,CHRIV,-0.2939748763800219,0,FALSE,FALSE,0,0,-0.14698743819001095,9
DSB2,Cut/Repaired (SSA),CHRIV_L10_2,3.3248892369968424e-5,4.5578851412944395e-5,-0.4549409387644198,-1.2329959042975972e-5,0,0,0,NA,NA,0,CHRIV,-0.5864089660880916,0,FALSE,FALSE,0,0,-0.2932044830440458,18
DSB2,Cut/Repaired (SSA),CHRIV_L12_2,1.893924248922252e-4,1.3673655423883317e-4,0.4699503213238808,5.265587065339202e-5,0,0,0,NA,NA,0,CHRIV,-0.3945920281468228,0,FALSE,FALSE,0,0,-0.1972960140734114,14
DSB2,Cut/Repaired (SSA),CHRIV_L13,3.661586881249687e-5,0,11.838647267176196,3.661586881249687e-5,0,0,0,NA,NA,0,CHRIV,1.9632079972609748,0,FALSE,FALSE,0,0,0.9816039986304873,3
DSB2,Cut/Repaired (SSA),CHRIV_L15_2,1.1616068726723145e-4,2.2789425706472196e-4,-0.9721817861348855,-1.1173356979749052e-4,0,0,0,NA,NA,0,CHRIV,-0.6936816367275326,0,FALSE,FALSE,0,0,-0.3468408183637663,22
DSB2,Cut/Repaired (SSA),CHRVII_990K,3.3248892369968424e-5,4.5578851412944395e-5,-0.4549409387644198,-1.2329959042975972e-5,0,0,0,NA,NA,0,CHRVII,-0.5864089660880916,0,FALSE,FALSE,0,0,-0.2932044830440458,18
DSB2,Cut/Repaired (SSA),CHRVII_L03,3.00502647495664e-4,1.595259799453054e-4,0.9135438802043929,1.409766675503586e-4,0,0,0,NA,NA,0,CHRVII,-0.30259336643733037,0,FALSE,FALSE,0,0,-0.15129668321866518,10
DSB2,Cut/Repaired (SSA),CHRVII_L06,4.082458936565743e-5,9.115770282588879e-5,-1.1587311041367716,-5.0333113460231364e-5,0,0,0,NA,NA,0,CHRVII,-0.732370854042374,0,FALSE,FALSE,0,0,-0.366185427021187,23
DSB2,Cut/Repaired (SSA),CHRVII_L09,4.9662902527294605e-5,1.3673655423883317e-4,-1.4609735251428306,-8.707365171153856e-5,0,0,0,NA,NA,0,CHRVII,-0.7950541317585058,0,FALSE,FALSE,0,0,-0.3975270658792529,24
DSB2,Cut/Repaired (SSA),CHRXII_L01,2.196952128749812e-4,2.5068368277119415e-4,-0.190356541636183,-3.0988469896212946e-5,0,0,0,NA,NA,0,CHRXII,-0.5315357382025456,0,FALSE,FALSE,0,0,-0.2657678691012728,17
DSB2,Cut/Repaired (SSA),CHRXII_L05,5.0925518693242774e-5,0,12.31445632155277,5.0925518693242774e-5,0,0,0,NA,NA,0,CHRXII,2.0618879608347807,0,FALSE,FALSE,0,0,1.0309439804173903,1
DSB2,Cut/Repaired (SSA),CHRXII_L07,8.79622595610557e-5,2.2789425706472198e-5,1.9480511831556453,6.51728338545835e-5,0,0,0,NA,NA,0,CHRXII,-0.08804271416817097,0,FALSE,FALSE,0,0,-0.044021357084085486,7
DSB2,Cut/Repaired (SSA),CHRXII_L12,5.302987896982305e-5,2.2789425706472198e-5,1.2180799985312252,3.0240453263350852e-5,0,0,0,NA,NA,0,CHRXII,-0.23943438955998822,0,FALSE,FALSE,0,0,-0.11971719477999411,8
DSB2,Cut/Repaired (SSA),CHRXV_L01,1.3047033714797736e-5,2.2789425706472198e-5,-0.8041703009356898,-9.742391991674462e-6,0,0,0,NA,NA,0,CHRXV,-0.6588370555096306,0,FALSE,FALSE,0,0,-0.3294185277548153,21
DSB2,Cut/Repaired (SSA),CHRXV_L04,1.1068935054812273e-4,6.836827711941659e-5,0.6950367803852019,4.232107342870614e-5,0,0,0,NA,NA,0,CHRXV,-0.34791043733466254,0,FALSE,FALSE,0,0,-0.17395521866733127,12
DSB2,Cut/Repaired (SSA),CHRXV_L15,8.164917873131485e-5,4.5578851412944395e-5,0.8409339963373231,3.607032731837046e-5,0,0,0,NA,NA,0,CHRXV,-0.31765222382811464,0,FALSE,FALSE,0,0,-0.15882611191405732,11
DSB2,Cut/Repaired (SSA),CHRXV_L17_2,1.262616165948168e-5,0,10.30334258395358,1.262616165948168e-5,0,0,0,NA,NA,0,CHRXV,1.6447949514781268,0,FALSE,FALSE,0,0,0.8223974757390634,5
DSB2,Cut/Repaired (SSA),CHRXV_L18_1PERCENT_CONTROL,2.1464474821118855e-5,0,11.068407133966122,2.1464474821118855e-5,0,0,0,NA,NA,0,CHRXV,1.8034647818069485,0,FALSE,FALSE,0,0,0.9017323909034742,4
DSB2,Cut/Repaired (SSA),COMMON,0.9563589348401675,0.7134457611668186,0.42274842350449243,0.24291317367334897,0,0,0,NA,NA,0,NA,-0.4043814205818506,0,FALSE,FALSE,0,0,-0.20219071029092534,15
DSB2,Cut/Repaired (SSA),NO_CUT,0.04155859023012863,0.28489061075660893,-2.777189158102519,-0.24333202052648029,0,0,0,NA,NA,0,NA,-1.0680294135885582,0,FALSE,FALSE,0,0,-0.5340147067942791,25
TRANS,Cut (Not SSA),CHRIII_L02,0.012473957646562409,0.021852530664034964,-0.8088806008392617,-0.009378573017472556,0,0,0,NA,NA,0,CHRIII,-0.5592584104293702,-0.0985679843642306,FALSE,FALSE,0,0,-0.3289131973968004,41
TRANS,Cut (Not SSA),CHRIII_L03,0.03333421240011604,0.007049203440011279,2.24146987931983,0.02628500896010476,0,0,0,NA,NA,0,CHRIII,1.0996839353570238,-0.0985679843642306,FALSE,FALSE,0,0,0.5005579754963966,6
TRANS,Cut (Not SSA),CHRIII_L04,0.06010179593343706,0.07951501480332722,-0.4038191498022418,-0.019413218869890156,0,0,0,NA,NA,0,CHRIII,-0.33896451366510477,-0.0985679843642306,FALSE,FALSE,0,0,-0.2187662490146677,36
TRANS,Cut (Not SSA),CHRIV_L01,0.02323373506685303,0.025377132384040605,-0.12730790023673594,-0.0021433973171875766,0,0,0,NA,NA,0,CHRIV,-0.18858303325023693,-0.0985679843642306,FALSE,FALSE,0,0,-0.14357550880723377,31
TRANS,Cut (Not SSA),CHRIV_L03,0.03064426804504338,0.026645989003242634,0.20169879326705395,0.003998279041800747,0,0,0,NA,NA,0,CHRIV,-0.009651746681443751,-0.0985679843642306,FALSE,FALSE,0,0,-0.054109865522837176,27
TRANS,Cut (Not SSA),CHRIV_L06_2,0.027888393681267967,0.01903284928803045,0.5511730449902743,0.008855544393237515,0,0,0,NA,NA,0,CHRIV,0.18041088340538694,-0.0985679843642306,FALSE,FALSE,0,0,0.040921449520578156,16
TRANS,Cut (Not SSA),CHRIV_L10_2,0.04568949603101348,0.03284928803045256,0.47600030367115753,0.012840208000560918,0,0,0,NA,NA,0,CHRIV,0.13952796039890503,-0.0985679843642306,FALSE,FALSE,0,0,0.020479988017337206,18
TRANS,Cut (Not SSA),CHRIV_L12_2,0.020556976713520927,0.02777386155364444,-0.43409948967284434,-0.007216884840123512,0,0,0,NA,NA,0,CHRIV,-0.35543256819945673,-0.0985679843642306,FALSE,FALSE,0,0,-0.22700027628184366,37
TRANS,Cut (Not SSA),CHRIV_L13,0.01956802658297951,0.015226279430424362,0.36193459895189006,0.004341747152555149,0,0,0,NA,NA,0,CHRIV,0.07749298147055234,-0.0985679843642306,FALSE,FALSE,0,0,-0.010537501446839138,22
